AdtAgent,System.ServiceProcess.ServiceController[],False,False,False,,System.ServiceProcess.ServiceController[],Microsoft Monitoring Agent Audit Forwarding,.,SafeServiceHandle,AdtAgent,System.ServiceProcess.ServiceController[],Win32OwnProcess,,Disabled,Stopped
ADWS,System.ServiceProcess.ServiceController[],False,True,True,,System.ServiceProcess.ServiceController[],Active Directory Web Services,.,SafeServiceHandle,ADWS,System.ServiceProcess.ServiceController[],Win32OwnProcess,,Automatic,Running
AeLookupSvc,System.ServiceProcess.ServiceController[],False,False,False,,System.ServiceProcess.ServiceController[],Application Experience,.,SafeServiceHandle,AeLookupSvc,System.ServiceProcess.ServiceController[],Win32ShareProcess,,Manual,Stopped
ALG,System.ServiceProcess.ServiceController[],False,False,False,,System.ServiceProcess.ServiceController[],Application Layer Gateway Service,.,SafeServiceHandle,ALG,System.ServiceProcess.ServiceController[],Win32OwnProcess,,Manual,Stopped
AppIDSvc,System.ServiceProcess.ServiceController[],False,False,False,,System.ServiceProcess.ServiceController[],Application Identity,.,SafeServiceHandle,AppIDSvc,System.ServiceProcess.ServiceController[],Win32ShareProcess,,Manual,Stopped
